customer_id,Churn,CustomerFeedback_clean,reason_short,reason_long,churn_category
2657-ALMWY,1,i was a customer of this fiber optic internet service provider for 26 months on a monthtomonth contract the internet service was reliable and fast but i ultimately decided to churn because i found a better deal with another provider the monthly charges of 8495 were reasonable for the quality of service provided i appreciated being able to pay with an electronic check as it made the billing process convenient overall i had a positive experience with this provider and would recommend them to others looking for reliable fiber optic internet service,found a better deal,i ultimately decided to churn because i found a better deal with another provider,Better deal / pricing
5178-LMXOP,1,i recently switched to this fiber optic internet service provider and unfortunately i had to cancel after only one month the monthly charges were quite high at 951 and i found that the service did not live up to my expectations i paid using electronic check which was convenient but ultimately i was not satisfied with the overall experience i will be looking for a different provider for my internet service moving forward,high charges,the monthly charges were quite high at 951 and i found that the service did not live up to my expectations,Payment / billing issues
9317-WZPGV,1,i recently switched to this fiber optic internet service and unfortunately had to churn after only 2 months the monthly charges of 7975 were reasonable but i had some issues with the reliability of the service i paid through bank transfer automatically which was convenient overall i was disappointed with the service and had to cancel my contract,reliability issues,i had some issues with the reliability of the service,Service reliability / outages
1236-WFCDV,1,i recently decided to cancel my service with this company after being a customer for 14 months while the fiber optic internet service was fast and reliable i found that the monthly charges of 9045 were becoming too expensive for my budget i also prefer the flexibility of a monthtomonth contract but ultimately decided to switch to a different provider with lower monthly rates the automatic credit card payment method was convenient and hasslefree overall i had a positive experience with the service itself but the cost was the main reason for my decision to churn,too expensive,i found that the monthly charges of 9045 were becoming too expensive for my budget,Better deal / pricing
8380-PEFPE,1,i recently switched to this internet service provider for their fiber optic internet and i must say i am extremely disappointed the connection has been unreliable and the speed is nowhere near what was promised additionally i find the monthly charges of 7165 to be quite steep for the poor service i am receiving i have already decided to cancel my subscription after only 1 month of service i would not recommend this provider to anyone looking for reliable and affordable internet service,unreliable connection,the connection has been unreliable and the speed is nowhere near what was promised,Technical issues / speed
5047-LHVLY,1,i recently signed up for dsl internet service with this provider on a monthtomonth contract unfortunately after just one month i decided to cancel due to slow and unreliable internet speeds the monthly charges of 5015 were reasonable but i expected better performance for the price additionally having to mail in a check for payment was inconvenient compared to more modern payment methods overall i was not satisfied with my experience and chose to churn to a different internet provider,slow internet,unfortunately after just one month i decided to cancel due to slow and unreliable internet speeds,Technical issues / speed
8205-OTCHB,1,i recently ended my service with this company after being a customer for 22 months i was on a oneyear contract with monthly charges of 4375 for dsl internet service i paid through bank transfer on automatic payment overall i was satisfied with the service during my time as a customer but i ultimately decided to switch providers for personal reasons the automatic payment method was convenient and i never had any issues with billing or service interruptions,personal reasons,but i ultimately decided to switch providers for personal reasons,Personal reasons
2568-OIADY,1,i have been a customer with this company for 37 months and recently decided to churn because i found a better deal with another provider while the fiber optic internet service was reliable and fast i felt that the monthly charges of 995 were a bit too high compared to what other companies were offering i appreciated being able to pay with electronic check but ultimately the cost was the deciding factor in my decision to switch providers,cost too high,I found a better deal with another provider while the fiber optic internet service was reliable and fast I felt that the monthly charges of 995 were a bit too high compared to what other companies were offering,Better deal / pricing
5167-ZFFMM,1,i recently signed up for fiber optic internet service with this provider on a monthtomonth contract the monthly charges are 9085 which i find to be a bit on the expensive side the payment method is automatic credit card billingunfortunately after just one month of service i have already decided to cancel and churn to a different provider the speed and reliability of the internet connection were not up to my expectations and i experienced frequent outagesoverall i was not satisfied with the service and feel that i am not getting value for the price i am paying i will be looking for a different internet provider that can offer better quality service at a more competitive rate,expensive,the speed and reliability of the internet connection were not up to my expectations and i experienced frequent outages,Service reliability / outages
4614-NUVZD,1,i recently signed up for fiber optic internet service with this company and unfortunately i had to churn after only one month the monthly charges of 811 were quite reasonable for the highspeed internet i was receiving however i had issues with the reliability of the service and customer support was not able to resolve them to my satisfaction i paid using electronic check which was convenient and easy to set up overall i was disappointed with my experience and decided to switch to a different provider,reliability issues,I had issues with the reliability of the service and customer support was not able to resolve them to my satisfaction,Service reliability / outages
6877-LGWXO,1,i have been a customer with this company for 18 months on a monthtomonth contract with fiber optic internet service i was initially satisfied with the service and the monthly charges of 7855 however i recently experienced some issues with the service and decided to switch to a different provider the payment method of electronic check was convenient and easy to use overall i would recommend this company for their reliable fiber optic internet service but improvements could be made to prevent customer churn,issues with the service,i recently experienced some issues with the service and decided to switch to a different provider,Service reliability / outages
3551-HUAZH,1,i signed up for the fiber optic internet service with this provider a month ago and unfortunately i have already decided to churn the monthly charges of 744 were reasonable but i experienced constant issues with the service the speed was not consistent and i often had trouble staying connected additionally i found the process of setting up my electronic check payment method to be cumbersome and timeconsuming overall i was disappointed with my experience and have decided to switch to a different provider,constant service issues,i signed up for the fiber optic internet service with this provider a month ago and unfortunately i have already decided to churn the monthly charges of 744 were reasonable but i experienced constant issues with the service the speed was not consistent and i often had trouble staying connected additionally i found the process of setting up my electronic check payment method to be cumbersome and timeconsuming overall i was disappointed with my experience and have decided to switch to a different provider,Service reliability / outages
2223-KAGMX,1,i have been a customer with this company for 15 months on a monthtomonth contract i recently decided to churn because i no longer needed the internet service they were providing the monthly charges were affordable at 194 and i appreciated the convenience of automatic bank transfers for payment overall my experience with this company was positive but i had to cancel due to changing circumstances i would consider returning as a customer in the future if i need internet service again,no longer needed,i recently decided to churn because i no longer needed the internet service they were providing,Personal reasons
4143-HHPMK,1,i have been a customer with this company for over four years now and unfortunately i have decided to churn while the fiber optic internet service was generally reliable and fast i found the monthly charges of 8535 to be on the higher side compared to other providers in the area additionally the fact that i was on a monthtomonth contract made me feel like i was not getting the best deal compared to customers on longerterm contracts the payment method of electronic check was convenient but ultimately i decided to switch to a different provider that offered better pricing and contract options,monthly charges high,i found the monthly charges of 8535 to be on the higher side compared to other providers in the area,Better deal / pricing
6317-YPKDH,1,i recently switched to this internet service provider and unfortunately i had to cancel after only one month the dsl internet was not as reliable as i had hoped and i experienced frequent outages the monthly charges were reasonable at 2995 but the inconsistent service was not worth it for me the automatic bank transfer payment method was convenient but i ultimately decided to switch to a different provider for more reliable internet service,not as reliable,the dsl internet was not as reliable as i had hoped and i experienced frequent outages,Service reliability / outages
5482-PLVPE,1,i recently switched to this dsl internet service provider on a monthtomonth contract and unfortunately i experienced frequent outages and slow speeds during my two months of service the monthly charges of 2435 were reasonable but the unreliable connection was frustrating i paid through electronic check which was convenient but ultimately i decided to cancel my service due to the poor quality of the internet i hope they can improve their service in the future,poor internet quality,i decided to cancel my service due to the poor quality of the internet,Technical issues / speed
5889-JTMUL,1,i have been a customer with this company for 50 months on a monthtomonth contract with a monthly charge of 9505 for fiber optic internet service despite being a longtime customer i have decided to churn due to various reasons one of the main issues i have faced is the inconsistency in the internet service provided there have been frequent outages and slow speeds which have been frustrating to deal with additionally the customer service experience has been lacking with long wait times and unhelpful responses i have also found the monthly charges to be on the higher side compared to competitors offering similar services overall i have been disappointed with the service and have decided to switch to a different provider,slow speeds,there have been frequent outages and slow speeds which have been frustrating to deal with.,Technical issues / speed
8083-YTZES,1,i recently switched to this internet provider four months ago and unfortunately i have decided to cancel my service while the fiber optic internet was fast and reliable i found the monthly charges of 7435 to be too high for the level of service i was receiving additionally i had some issues with the electronic check payment method as it was not as convenient as i had hoped overall i decided to switch to a more affordable option with better payment options,monthly charges too high,while the fiber optic internet was fast and reliable i found the monthly charges of 7435 to be too high for the level of service i was receiving additionally i had some issues with the electronic check payment method as it was not as convenient as i had hoped,Payment / billing issues
3580-REOAC,1,i recently decided to cancel my dsl internet service after being a customer for 10 months the monthly charges of 4485 were affordable but i found that the internet speed and reliability were not up to par with what i needed for my work and personal use i also found the customer service to be lacking when i had issues with my connection overall i felt it was time to explore other options for internet service the automatic credit card payment method was convenient but ultimately i was not satisfied with the overall service provided,internet not reliable,the internet speed and reliability were not up to par with what i needed for my work and personal use,Service reliability / outages
1724-BQUHA,1,i recently switched to this fiber optic internet service provider about 5 months ago on a monthtomonth contract the monthly charges of 895 seemed reasonable for the service i was receiving however i experienced frequent outages and slow speeds which ultimately led me to cancel my service i was disappointed with the reliability of the service and have since switched to a different provider i hope they can improve their service in the future for other customers,frequent outages and slow speeds,however i experienced frequent outages and slow speeds which ultimately led me to cancel my service,Technical issues / speed
8168-UQWWF,1,i was a customer of this fiber optic internet service provider for 11 months on a monthtomonth contract the monthly charges of 9785 were reasonable for the highspeed internet i received i appreciated the convenience of automatic bank transfers for payment however i ultimately decided to churn because i found a better deal with another provider overall i had a positive experience with this company but ultimately had to switch for financial reasons,financial reasons,i ultimately decided to churn because i found a better deal with another provider,Better deal / pricing
4385-GZQXV,1,i recently switched internet providers after being with this company for 16 months while i enjoyed the fast speeds and reliability of the fiber optic internet service i found the monthly charges of 9445 to be a bit steep additionally the monthtomonth contract made it easy for me to switch to a more affordable option i did appreciate the convenience of paying with an electronic check overall i would recommend this company for their quality service but would suggest they consider offering more competitive pricing options for longterm customers,high monthly charges,"I switched internet providers because, although I enjoyed the fast speeds and reliability of the fiber optic internet service, I found the monthly charges to be steep and the contract allowed for an easy switch to a more affordable option.",Better deal / pricing
1086-LXKFY,1,i recently signed up for fiber optic internet service with this provider on a monthtomonth contract unfortunately after just one month of service i decided to churn and cancel my subscription the monthly charges of 6910 were reasonable but i found that the internet service did not meet my expectations additionally the payment method of mailing a check was inconvenient for me overall i was not satisfied with the service and decided to switch to a different provider,did not meet expectations,i found that the internet service did not meet my expectations,Product / plan mismatch
5192-EBGOV,1,i recently switched to this internet service provider and unfortunately had to cancel after just one month the fiber optic internet service was fast and reliable but the monthly charges of 857 were a bit steep for my budget additionally i had issues with the electronic check payment method as it was not as convenient as i had hoped overall i had a positive experience with the actual internet service but the cost and payment method were not ideal for me,cost too high,the fiber optic internet service was fast and reliable but the monthly charges of 857 were a bit steep for my budget,Better deal / pricing
2235-ZGKPT,1,i recently ended my service with this company after being a customer for 4 months the monthly charges of 5085 for dsl internet service were reasonable but i found the payment method of mailing a check to be outdated and inconvenient i ultimately decided to switch to a different provider that offered more modern payment options overall i was satisfied with the service itself but the payment process was a factor in my decision to churn,outdated payment method,i found the payment method of mailing a check to be outdated and inconvenient,Payment / billing issues
4592-IWTJI,1,i recently started using this dsl internet service on a monthtomonth contract for the past 3 months the monthly charges were reasonable at 2970 and i opted for automatic credit card payments for convenience however i experienced frequent outages and slow speeds during my time with the service which ultimately led me to cancel and churn to a different provider i was disappointed with the overall reliability and performance of the internet service,slow speeds,however i experienced frequent outages and slow speeds during my time with the service which ultimately led me to cancel and churn to a different provider,Technical issues / speed
9408-SSNVZ,1,i recently switched to this service provider for their fiber optic internet service and signed up for a monthtomonth contract however after just 4 months i decided to cancel due to the high monthly charges of 7015 the internet service itself was reliable and fast but i found a more affordable option elsewhere the payment method of electronic check was convenient and easy to use overall i was satisfied with the service but ultimately chose to churn due to the cost,high monthly charges,i decided to cancel due to the high monthly charges of 7015,Better deal / pricing
4822-NGOCH,1,i recently decided to cancel my service with this provider after being with them for 13 months the monthly charges of 8445 were reasonable for the fiber optic internet service i received however i found that i could get a better deal with another provider the electronic check payment method was convenient and i never had any issues with billing overall i was satisfied with the service but ultimately chose to switch due to better pricing options elsewhere,better pricing,i found that i could get a better deal with another provider,Better deal / pricing
0947-MUGVO,1,i recently decided to switch internet providers after being with them for 20 months on a monthtomonth contract the monthly charges of 7365 were reasonable for the fiber optic service i was receiving however i experienced frequent outages and slow speeds which ultimately led to my decision to churn i also found the payment method of electronic check to be convenient and easy to use overall i was satisfied with the pricing and payment options but the reliability of the service left much to be desired,slow speeds,i experienced frequent outages and slow speeds which ultimately led to my decision to churn,Technical issues / speed
2777-PHDEI,1,i recently signed up for the fiber optic internet service with this provider on a monthtomonth contract the monthly charges of 7805 seemed reasonable at first however after just 1 month of service i experienced frequent outages and slow speeds the customer service was unresponsive and unable to resolve the issues promptly as a result i decided to churn and cancel my service i was disappointed with the overall experience and would not recommend this provider to others,slow speeds,however after just 1 month of service i experienced frequent outages and slow speeds,Technical issues / speed
4009-ALQFH,1,i have been a customer with this company for 25 months and recently decided to cancel my service while the fiber optic internet service was fast and reliable i found the monthly charges of 995 to be too expensive for my budget additionally the monthtomonth contract made it easy for me to cancel without any hassle i appreciated being able to pay with electronic check as it was convenient and secure overall i was satisfied with the service provided but ultimately decided to switch to a more affordable option,too expensive,i found the monthly charges of 995 to be too expensive for my budget,Better deal / pricing
3891-PUQOD,1,i recently switched to this internet service provider and unfortunately i had to churn after only 1 month the dsl internet service was unreliable and slow making it difficult to stream videos or even load basic webpages the monthly charges of 592 seemed reasonable but the service quality did not justify the cost additionally i experienced issues with making payments through electronic check which was frustrating overall i was not satisfied with the service and would not recommend it to others,unreliable and slow,the dsl internet service was unreliable and slow making it difficult to stream videos or even load basic webpages,Technical issues / speed
3148-BLQJT,1,i recently canceled my service with this provider after only one month i found the monthly charges to be quite reasonable at 201 but unfortunately i did not have internet service with them i also found it inconvenient to have to pay by mailing a check each month overall i was not satisfied with the level of service provided and decided to switch to a different provider,No internet service,I was not satisfied with the level of service provided and decided to switch to a different provider.,Service reliability / outages
3034-ZBEQN,1,i have been a customer with this company for 4 years now but unfortunately i have decided to churn the dsl internet service provided was reliable and the monthly charges were reasonable at 347 however i found the payment method of mailing a check to be inconvenient and outdated i would have preferred more modern payment options overall i had a positive experience with the service itself but the lack of convenient payment methods ultimately led to my decision to leave,inconvenient payment,i found the payment method of mailing a check to be inconvenient and outdated,Payment / billing issues
4317-VTEOA,1,i recently signed up for dsl internet service with this company on a monthtomonth contract after just one month i decided to cancel due to slow and unreliable internet speeds the monthly charges of 5075 were reasonable but the service did not meet my expectations i paid using electronic check which was convenient overall i was disappointed with the internet service and ultimately chose to churn,slow internet speeds,after just one month i decided to cancel due to slow and unreliable internet speeds,Technical issues / speed
4193-ORFCL,1,i recently signed up for dsl internet service with this provider on a monthtomonth contract unfortunately after just one month i decided to cancel due to slow and unreliable internet speeds i found the monthly charges of 451 to be reasonable but the service itself did not meet my expectations additionally having to mail in a check for payment was inconvenient and outdated overall i was disappointed with my experience and would not recommend this provider to others,slow internet speeds,unfortunately after just one month i decided to cancel due to slow and unreliable internet speeds,Technical issues / speed
7563-BIUPC,1,i recently switched to this fiber optic internet service provider 5 months ago on a monthtomonth contract the monthly charges of 806 were reasonable compared to other providers in the area however i experienced frequent outages and slow speeds which eventually led me to cancel my service and churn to a different provider i was disappointed with the reliability of the service despite the high monthly charges additionally the payment method of electronic check was convenient and easy to use overall i would not recommend this provider based on my experience,slow speeds and outages,however i experienced frequent outages and slow speeds which eventually led me to cancel my service and churn to a different provider,Service reliability / outages
3871-IKPYH,1,i recently switched to this fiber optic internet service provider on a monthtomonth contract unfortunately after just one month of service i have decided to churn the monthly charges of 691 were reasonable but i experienced frequent outages and slow speeds additionally the payment method of electronic check was convenient but overall i was not satisfied with the service quality i will be looking for a more reliable internet provider moving forward,frequent outages,I experienced frequent outages and slow speeds.,Service reliability / outages
8337-UPOAQ,1,i recently canceled my service with this company after being a customer for 10 months while the fiber optic internet service was reliable and fast i found the monthly charges of 898 to be quite high compared to other providers in the area additionally the payment method of electronic check was inconvenient for me as i prefer to use a credit card for automatic payments overall i decided to switch to a different provider that offered a better value for the price,monthly charges high,i found the monthly charges of 898 to be quite high compared to other providers in the area,Better deal / pricing
1980-KXVPM,1,i recently switched to this fiber optic internet service three months ago on a monthtomonth contract the monthly charges of 7505 were reasonable and the automatic credit card payment method was convenient however i ultimately decided to churn because the internet service was not as reliable as i had hoped for there were frequent outages and slow speeds which became frustrating i would consider trying this service again in the future if the reliability improves,unreliable service,however i ultimately decided to churn because the internet service was not as reliable as i had hoped for there were frequent outages and slow speeds which became frustrating,Service reliability / outages
2995-UPRYS,1,i have been a customer with this company for 40 months with a oneyear contract for fiber optic internet service unfortunately i have decided to churn due to the high monthly charges of 992 while the service itself was reliable and fast i found it difficult to justify the cost compared to other providers in the area the automatic credit card payment method was convenient but ultimately i had to make the decision to switch to a more affordable option,high monthly charges,I have decided to churn due to the high monthly charges of 992 while the service itself was reliable and fast I found it difficult to justify the cost compared to other providers in the area,Better deal / pricing
7625-XCQRH,1,i recently decided to switch internet providers after being with this company for 11 months on a monthtomonth contract the monthly charges of 7650 were reasonable for the fiber optic service i received however i experienced some issues with the reliability of the connection and decided to try a different provider the payment method of electronic check was convenient and easy to use overall while the service was decent i ultimately chose to churn due to connectivity issues,connectivity issues,i experienced some issues with the reliability of the connection and decided to try a different provider,Service reliability / outages
6178-KFNHS,1,i recently decided to switch internet providers after being with this company for 12 months on a monthtomonth contract the monthly charges of 7830 were reasonable for the fiber optic internet service i was receiving however i ultimately chose to churn because i found a better deal with another provider i did appreciate the convenience of paying with an electronic check overall my experience with this company was satisfactory but i felt it was time for a change,found a better deal,i ultimately chose to churn because i found a better deal with another provider,Better deal / pricing
4094-NSEDU,1,i have been a customer with this company for 21 months and unfortunately i have decided to churn the monthly charges of 9425 for fiber optic internet service were reasonable but i found better deals with other providers the option to pay with electronic check was convenient and hasslefree overall i had a decent experience with the company but i ultimately decided to switch due to better offers elsewhere,better deals,i found better deals with other providers,Better deal / pricing
6305-YLBMM,1,i have been a customer for nearly six years and have always been satisfied with the fiber optic internet service provided by this company however i recently decided to switch providers due to a better offer from a competitor the monthly charges were reasonable at 10405 and the automatic bank transfer payment method was convenient overall i had a positive experience during my time with this company,better offer from a competitor,however i recently decided to switch providers due to a better offer from a competitor,Better deal / pricing
7065-YUNRY,1,i recently signed up for dsl internet service with this company on a monthtomonth contract unfortunately after just one month i decided to cancel and switch to a different provider the internet connection was unreliable and slow making it difficult for me to work from home efficiently the monthly charges of 453 were reasonable but it wasnt worth it for the poor quality of service additionally having to pay by mailing a check was inconvenient compared to other companies that offer more convenient payment methodsoverall i was not satisfied with my experience and would not recommend this company to others,unreliable internet,"the internet connection was unreliable and slow, making it difficult for me to work from home efficiently",Service reliability / outages
0475-RIJEP,1,i had been a customer with this company for 43 months on a monthtomonth contract with fiber optic internet service i was satisfied with the service and the speed of the internet however i decided to cancel my subscription due to personal reasons the monthly charges of 7785 were reasonable for the quality of service provided i appreciated being able to pay with an electronic check as it was convenient and hasslefree overall i had a positive experience with this company and would recommend their services to others,personal reasons,however i decided to cancel my subscription due to personal reasons,Personal reasons
0963-ZBDRN,1,i have been a customer with this company for 32 months now but unfortunately i have decided to churn the monthly charges of 962 for fiber optic internet service were reasonable but i found better deals with other providers i appreciated the convenience of paying with electronic check but ultimately i had to prioritize cost savings overall the service was reliable and the customer service was decent but i had to make the difficult decision to switch providers,better deals,i found better deals with other providers,Better deal / pricing
7594-RQHXR,1,i recently switched to this internet provider for their fiber optic service but unfortunately i had to cancel after only one month due to moving to a new location the monthly charges were reasonable at 796 and i appreciated being able to pay with an electronic check the service itself was reliable and fast so i would have continued with them if not for the move overall i had a positive experience during my short time with this provider,moving to new location,i had to cancel after only one month due to moving to a new location,Personal reasons
4277-PVRAN,1,i recently switched internet providers after being with this company for 8 months on a monthtomonth contract the monthly charges of 801 were reasonable for the fiber optic internet service i received however i ultimately decided to churn because i found a better deal with another provider the automatic bank transfer payment method was convenient and reliable overall i had a positive experience with this company but decided to move on for cost savings,found a better deal,i ultimately decided to churn because i found a better deal with another provider,Better deal / pricing
6941-PMGEP,1,i recently decided to cancel my subscription after being with the company for 5 months while the fiber optic internet service was fast and reliable i found the monthly charges of 80 to be a bit steep for my budget additionally i prefer to have more flexibility with my contract type and payment method so having to pay through electronic check on a monthtomonth basis was not ideal for me overall the service itself was good but the pricing and payment options were not the best fit for my needs,monthly charges,"The service itself was good, but the pricing and payment options were not the best fit for my needs.",Better deal / pricing
3877-JRJIP,1,i recently switched to this internet service provider and unfortunately had to churn after only one month the monthly charges of 5985 for dsl internet seemed reasonable but the service itself was not up to par i experienced frequent outages and slow speeds making it difficult to complete my work tasks additionally the payment method of electronic check was convenient but i ultimately had to cancel my contract due to the unreliable internet service i would not recommend this provider to others,unreliable internet,i experienced frequent outages and slow speeds making it difficult to complete my work tasks,Service reliability / outages
6777-TGHTM,1,i have been a customer with this company for over four years now and i have to say that i am disappointed with the recent increase in my monthly charges i have always paid on time and have been loyal to this company but the sudden jump in my bill without any explanation or warning is frustrating i have also experienced some issues with the internet service lately with frequent outages and slow speeds i am considering switching to a different provider if these issues are not resolved soon,monthly charges increase,the sudden jump in my bill without any explanation or warning is frustrating,Payment / billing issues
6682-QJDGB,1,i have been a customer with this company for over 3 years now but unfortunately i have decided to churn the monthly charges of 5525 for dsl internet service were reasonable but i found the service to be inconsistent at times additionally having to pay by mailing a check each month was inconvenient compared to other payment methods available overall i was satisfied with the service for the most part but i ultimately decided to switch to a different provider for a more reliable and convenient internet experience,inconsistent service,i found the service to be inconsistent at times and the payment method inconvenient,Service reliability / outages
4248-QPAVC,1,i recently decided to cancel my service after being with the company for 17 months on a monthtomonth contract the 8535 monthly charges for fiber optic internet were reasonable but i ultimately decided to switch to a different provider for better promotional deals i appreciated the convenience of automatic bank transfer for payment but ultimately the cost savings elsewhere outweighed the benefits of staying with this provider,better promotional deals,i recently decided to cancel my service after being with the company for 17 months on a monthtomonth contract the 8535 monthly charges for fiber optic internet were reasonable but i ultimately decided to switch to a different provider for better promotional deals i appreciated the convenience of automatic bank transfer for payment but ultimately the cost savings elsewhere outweighed the benefits of staying with this provider,Better deal / pricing
2195-ZRVAX,1,i have been a customer with this company for almost four years and i recently decided to cancel my service while the fiber optic internet service was fast and reliable i found that my monthly charges kept increasing without any explanation the electronic check payment method was convenient but i felt that the company was not offering me any loyalty discounts or incentives to stay ultimately i decided to switch to a different provider that offered a better deal i would recommend this company to others for their reliable internet service but i would caution them to keep an eye on their monthly charges,increasing monthly charges,"I found that my monthly charges kept increasing without any explanation, and the company was not offering me any loyalty discounts or incentives to stay.",Payment / billing issues
3424-NMNBO,1,i recently decided to cancel my service with this company after being a customer for 58 months despite having fiber optic internet service i found that the monthly charges of 10885 were too high for the level of service i was receiving additionally i had issues with the payment method of electronic check as it was not always convenient for me to make payments in this way overall i was not satisfied with the value i was receiving for the price i was paying and decided to switch to a different provider,high monthly charges,overall i was not satisfied with the value i was receiving for the price i was paying and decided to switch to a different provider,Better deal / pricing
6158-DWPZT,1,i recently canceled my dsl internet service after 9 months with the provider i initially signed a oneyear contract with monthly charges of 241 paid through automatic bank transfers i decided to switch to a different provider due to inconsistent internet speeds and frequent outages despite the convenience of automatic payments the quality of service did not meet my expectations i would recommend improvements in reliability and speed to retain customers in the future,inconsistent internet,i decided to switch to a different provider due to inconsistent internet speeds and frequent outages,Service reliability / outages
2865-TCHJW,1,i decided to cancel my service after 4 months with this company the monthly charges were reasonable at 892 but i found better deals with other providers the fiber optic internet service was reliable during my time with them however i had issues with the electronic check payment method and found it to be inconvenient overall i decided to switch to a different provider for better pricing and payment options,better deals,overall i decided to switch to a different provider for better pricing and payment options,Better deal / pricing
9039-RBEEE,1,i recently decided to switch internet providers after being with this company for almost 3 years the monthly charges were reasonable at 4895 but i found that the dsl internet service was not meeting my needs i also prefer more flexibility with my contract so i opted for a monthtomonth plan the automatic credit card payment method was convenient but ultimately i decided to churn because i found a better internet option with faster speeds overall my experience with this company was average but i needed a more reliable and faster internet connection,not meeting needs,i found that the dsl internet service was not meeting my needs,Product / plan mismatch
5052-PNLOS,1,i am very disappointed with my experience with this internet service provider despite being on a monthtomonth contract i was still charged a high monthly fee of 10535 the automatic bank transfer payment method was convenient but the service itself was unreliable i experienced frequent outages and slow speeds during my 3 months of tenure as a result i have decided to churn and find a more reliable internet provider,high monthly fee,i was still charged a high monthly fee of 10535 the automatic bank transfer payment method was convenient but the service itself was unreliable i experienced frequent outages and slow speeds during my 3 months of tenure as a result i have decided to churn and find a more reliable internet provider,Service reliability / outages
3721-CNEYS,1,i recently signed up for the fiber optic internet service with a monthly contract option unfortunately after only 2 months i have decided to churn and discontinue the service the monthly charges of 7095 were reasonable for the speed and reliability of the internet connection however i encountered frequent outages and slow speeds during peak hours which was frustrating additionally the payment method of electronic check was convenient but i expected better customer service when trying to resolve these issues overall i was disappointed with the service and have decided to switch to a different provider,outages and slow speeds,however i encountered frequent outages and slow speeds during peak hours which was frustrating,Technical issues / speed
0637-UBJRP,1,i recently decided to cancel my service with this company after being a customer for 13 months while i enjoyed the fast and reliable fiber optic internet service i found that the monthly charges of 8405 were becoming too expensive for my budget additionally i prefer the flexibility of a monthtomonth contract but i found that the payment method of electronic check was not convenient for me overall i had a positive experience with the internet service itself but the cost and payment options ultimately led to my decision to churn,cost too expensive,overall i had a positive experience with the internet service itself but the cost and payment options ultimately led to my decision to churn,Better deal / pricing
7780-OTDSO,1,i recently decided to switch internet providers after being with this company for 18 months on a monthtomonth contract while the fiber optic internet service was fast and reliable the monthly charges of 994 were a bit steep for my budget additionally the payment method of electronic check was convenient but i ultimately decided to churn due to finding a more affordable option elsewhere overall i had a positive experience with the service itself but the cost was just too high for me to continue,cost too high,i ultimately decided to churn due to finding a more affordable option elsewhere,Better deal / pricing
4759-TRPLW,1,i recently switched to this company for their fiber optic internet service but unfortunately i had to cancel after only one month the monthly charges were reasonable at 704 but i had issues with the reliability of the service additionally i found the payment method of electronic check to be inconvenient i was disappointed to have to churn so soon after signing up,service reliability,i had issues with the reliability of the service additionally i found the payment method of electronic check to be inconvenient,Service reliability / outages
6804-GDMOI,1,i have been a customer with this company for over five years and unfortunately i have decided to churn the monthly charges were reasonable at 1066 and i appreciated having fiber optic internet service however after 61 months of being a customer and being on a twoyear contract i felt that it was time to explore other options i found the payment method of electronic check convenient but ultimately i felt that i needed a change,needed a change,I felt that it was time to explore other options,Personal reasons
0515-YPMCW,1,customer feedback i recently signed up for fiber optic internet service with this provider on a monthtomonth contract unfortunately after just one month i have decided to cancel my service the monthly charges of 7045 were reasonable but the payment method of mailing a check was inconvenient for me additionally i experienced some technical issues with the internet service that were not resolved to my satisfaction overall i was not satisfied with the service and have decided to switch to a different provider,technical issues,I experienced some technical issues with the internet service that were not resolved to my satisfaction,Technical issues / speed
0148-DCDOS,1,i have been a customer for 25 months with the fiber optic internet service on a monthtomonth contract the monthly charges of 947 were automatically deducted from my bank account however i have decided to churn as i found a better deal with another provider overall the service was reliable and the automatic payment method was convenient,found a better deal,however i have decided to churn as i found a better deal with another provider,Better deal / pricing
7216-EWTRS,1,i recently switched to this internet service provider for their fiber optic connection and i was initially impressed with the speed and reliability of the service however after only one month of being a customer i decided to cancel my subscription due to unforeseen circumstances the monthly charges were reasonable at 10080 and i appreciated the convenience of paying through electronic check overall i had a positive experience with this provider but unfortunately had to churn due to personal reasons,personal reasons,however after only one month of being a customer i decided to cancel my subscription due to unforeseen circumstances,Personal reasons
